,world,bridge,bush,reward,pRot,max_pbait,min_pbait,pDecay,pStep,trialNum,trialStartTimeAbs,trialStart,clientTrialStart,trialEnd,goCueTime,choice,choiceTime,side,actBait_1,actBait_2,actRot_1,actRot_2,baited_1,baited_2,pBait_1,pBait_2,trialStart_C,clientTrialStart_C,postITI,postITI_C,goCueTime_C,choiceTime_2,postChoiceTimeMin,postChoiceTimeMin_C,trialEnd_C,trialStart_s,goCueTime_s,choiceTime_s,postChoiceTimeMin_s,trialEnd_s,rewardCue_s,len_begin_choice_s,len_choice_reward_s,len_reward_end_s,stay_hit,stay_miss,switch,stay_hit_prior,stay_miss_prior,switch_prior
66,1,0,1,0,0.1,0.32,0,0.97,0.02,67,1555984462717,328020,328085,333017,328118,choseTrap,328731,left,0,0,0,0,0,0,0.2442049166237102,0.07579508337628983,0,59,328114,89,92,706,332437,4414,4994,328.02,328.118,328.731,332.437,333.017,331.431,0.7110000000000127,2.6999999999999886,1.5860000000000127,0,1,0,1,0,0
67,1,0,1,0,0.1,0.32,0,0.97,0.02,68,1555984467722,333025,333090,338394,333121,choseTrap,333595,left,0,0,0,0,0,0,0.21795325557141965,0.10204674442858036,0,61,333117,88,91,566,337302,4273,5364,333.025,333.121,333.595,337.302,338.394,336.295,0.57000000000005,2.6999999999999886,2.0989999999999895,0,1,0,0,1,0
68,1,0,1,1,0.1,0.32,0,0.97,0.02,69,1555984473097,338400,338470,343120,338508,choseTrap,338590,left,1,0,0,0,1,0,0.22862084301277275,0.09137915698722726,0,64,338503,99,102,185,342294,3889,4715,338.4,338.508,338.59,342.294,343.12,341.28999999999996,0.18999999999999773,2.6999999999999886,1.830000000000041,1,0,0,0,1,0
69,1,0,1,0,0.1,0.32,0,0.97,0.02,70,1555984477823,343125,343187,348393,343214,choseTrap,343697,left,0,0,0,0,0,0,0.2160782202941844,0.10392177970581562,0,58,343212,83,85,567,347403,4274,5263,343.125,343.214,343.697,347.403,348.393,346.397,0.5720000000000027,2.6999999999999886,1.995999999999981,0,1,0,1,0,0
70,1,1,0,0,0.1,0.32,0,0.97,0.02,71,1555984483098,348401,348470,352890,348510,choseSwitch,348860,right,0,1,0,0,0,1,0.21849133213711344,0.10150866786288656,0,64,348503,99,102,455,352563,4158,4485,348.401,348.51,348.86,352.563,352.89,351.56,0.4590000000000032,2.6999999999999886,1.329999999999984,0,0,1,0,1,0
71,2,0,2,0,0.1,0.32,0,0.97,0.02,72,1555984487594,352896,352959,358323,352987,choseTrap,353409,right,1,0,0,1,1,0,0.235653569666935,0.08434643033306499,0,59,352982,82,84,508,357112,4212,5422,352.896,352.987,353.409,357.112,358.323,356.109,0.5129999999999768,2.6999999999999886,2.2139999999999986,0,1,0,0,0,1
72,2,0,2,0,0.1,0.32,0,0.97,0.02,73,1555984493028,358331,358394,364101,358425,choseTrap,359146,right,0,0,0,0,1,0,0.2563108082316533,0.0636891917683467,0,59,358421,86,89,810,362848,4513,5766,358.331,358.425,359.146,362.848,364.101,361.846,0.8149999999999977,2.6999999999999886,2.2549999999999955,0,1,0,0,1,0
73,2,0,2,0,0.1,0.32,0,0.97,0.02,74,1555984498805,364108,364171,369594,364199,choseTrap,364822,right,0,0,0,0,1,0,0.2794251149494673,0.04057488505053269,0,58,364196,83,86,709,368526,4413,5481,364.108,364.199,364.822,368.526,369.594,367.522,0.7139999999999986,2.6999999999999886,2.0720000000000027,0,1,0,0,1,0
74,2,0,2,0,0.1,0.32,0,0.97,0.02,75,1555984504299,369601,369665,374381,369695,choseTrap,370411,right,0,0,0,0,1,0,0.2602218087503904,0.05977819124960965,0,59,369693,86,88,806,374114,4510,4776,369.601,369.695,370.411,374.114,374.381,373.111,0.8100000000000023,2.6999999999999886,1.2699999999999818,0,1,0,0,1,0
75,2,1,0,0,0.1,0.32,0,0.97,0.02,76,1555984509087,374389,374450,379148,374477,choseSwitch,375060,left,1,0,1,0,1,0,0.2442364622432736,0.0757635377567264,0,56,84,374474,82,667,378766,4373,4755,374.389,374.477,375.06,378.766,379.148,377.76,0.6709999999999923,2.6999999999999886,1.3880000000000337,0,0,1,0,1,0
76,1,0,1,1,0.1,0.32,0,0.97,0.02,77,1555984513852,379154,379220,383934,379249,choseTrap,379884,left,0,0,0,0,1,0,0.2524509966998945,0.06754900330010555,0,61,379244,86,89,725,383586,4428,4776,379.154,379.249,379.884,383.586,383.934,382.584,0.7300000000000182,2.6999999999999886,1.3500000000000227,1,0,0,0,0,1
77,1,0,1,0,0.1,0.32,0,0.97,0.02,78,1555984518638,383940,384003,388596,384032,choseTrap,384549,left,0,0,0,0,0,0,0.2394270289091324,0.08057297109086764,0,60,384030,84,87,605,388252,4307,4651,383.94,384.032,384.549,388.252,388.596,387.24899999999997,0.6089999999999804,2.6999999999999886,1.3470000000000368,0,1,0,1,0,0
78,1,0,1,1,0.1,0.32,0,0.97,0.02,79,1555984523301,388603,388668,394378,388704,choseTrap,389405,left,1,0,0,0,1,0,0.2519075270616535,0.06809247293834653,0,61,388698,91,93,796,393106,4499,5770,388.603,388.704,389.405,393.106,394.378,392.10499999999996,0.8019999999999641,2.6999999999999886,2.2730000000000246,1,0,0,0,1,0
79,1,0,1,0,0.1,0.32,0,0.97,0.02,80,1555984529080,394383,394445,399283,394476,choseTrap,395267,left,0,0,0,0,0,0,0.2203939858420012,0.0996060141579988,0,58,394474,84,86,879,398971,4583,4896,394.383,394.476,395.267,398.971,399.283,397.967,0.8840000000000146,2.6999999999999886,1.316000000000031,0,1,0,1,0,0
80,1,1,0,0,0.1,0.32,0,0.97,0.02,81,1555984533987,399289,399357,404547,399383,choseSwitch,400081,right,0,1,0,0,0,1,0.2267741603455755,0.09322583965442448,0,61,399381,87,89,788,403789,4496,5254,399.289,399.383,400.081,403.789,404.547,402.781,0.79200000000003,2.6999999999999886,1.7660000000000196,0,0,1,0,1,0
81,2,0,2,2,0.1,0.32,0,0.97,0.02,82,1555984539250,404553,404620,409864,404646,choseTrap,405544,right,0,0,0,0,0,1,0.2132532733155848,0.10674672668441523,0,62,88,404644,86,987,409247,4690,5307,404.553,404.646,405.544,409.247,409.864,408.24399999999997,0.9909999999999854,2.6999999999999886,1.6200000000000045,1,0,0,0,0,1
82,2,0,2,0,0.1,0.32,0,0.97,0.02,83,1555984544568,409871,409936,415469,409966,choseTrap,410520,right,1,0,0,0,1,0,0.20483462957387466,0.11516537042612535,0,60,409961,86,89,644,414222,4347,5594,409.871,409.966,410.52,414.222,415.469,413.21999999999997,0.6490000000000009,2.6999999999999886,2.2490000000000236,0,1,0,1,0,0
83,2,0,2,0,0.1,0.32,0,0.97,0.02,84,1555984550172,415475,415538,420771,415566,choseTrap,416167,right,1,0,1,0,1,0,0.19667308404738346,0.12332691595261658,0,58,86,415564,84,681,419866,4385,5292,415.475,415.566,416.167,419.866,420.771,418.86699999999996,0.6919999999999504,2.6999999999999886,1.9040000000000532,0,1,0,0,1,0
84,2,1,0,0,0.1,0.32,0,0.97,0.02,85,1555984555477,420780,420848,425381,420886,choseSwitch,421299,left,0,0,0,0,1,0,0.21899948101957015,0.10100051898042983,0,61,420884,98,100,514,425002,4218,4598,420.78,420.886,421.299,425.002,425.381,423.99899999999997,0.5190000000000055,2.6999999999999886,1.382000000000005,0,0,1,0,1,0
85,1,0,1,1,0.1,0.32,0,0.97,0.02,86,1555984560084,425387,425445,429940,425471,choseTrap,426036,left,0,0,0,0,1,0,0.22518110096031896,0.09481889903968103,0,53,79,425468,77,643,429739,4348,4549,425.387,425.471,426.036,429.739,429.94,428.736,0.6490000000000009,2.6999999999999886,1.2040000000000077,1,0,0,0,0,1
86,1,0,1,0,0.1,0.32,0,0.97,0.02,87,1555984564647,429950,430011,434735,430041,choseTrap,430478,left,0,0,0,0,0,0,0.20057782676834504,0.11942217323165495,0,57,430036,82,84,523,434180,4226,4782,429.95,430.041,430.478,434.18,434.735,433.178,0.52800000000002,2.6999999999999886,1.5570000000000164,0,1,0,1,0,0
87,1,0,1,0,0.1,0.32,0,0.97,0.02,88,1555984569439,434742,434807,439555,434836,choseTrap,435383,left,0,0,0,0,0,0,0.20237486094016466,0.11762513905983535,0,59,434832,86,88,636,439089,4343,4809,434.742,434.836,435.383,439.089,439.555,438.08299999999997,0.6409999999999627,2.6999999999999886,1.4720000000000368,0,1,0,0,1,0
88,1,1,0,0,0.1,0.32,0,0.97,0.02,89,1555984574263,439563,439629,444844,439658,choseSwitch,440179,right,0,0,0,0,0,0,0.1809754336025822,0.1390245663974178,0,61,439653,86,89,612,443882,4315,5277,439.563,439.658,440.179,443.882,444.844,442.87899999999996,0.6159999999999854,2.6999999999999886,1.9650000000000318,0,0,1,0,1,0
89,2,0,2,0,0.1,0.32,0,0.97,0.02,90,1555984579547,444850,444913,449465,444945,choseTrap,445666,right,0,0,0,0,0,0,0.17413127435844875,0.14586872564155126,0,59,444939,86,88,812,449368,4514,4610,444.85,444.945,445.666,449.368,449.465,448.366,0.8159999999999741,2.6999999999999886,1.0989999999999895,0,1,0,0,0,1
90,2,0,2,0,0.1,0.32,0,0.97,0.02,91,1555984584169,449471,449534,454483,449570,choseTrap,449944,right,0,0,0,0,0,0,0.18654874547123385,0.1334512545287662,0,59,449564,89,92,468,453649,4174,5007,449.471,449.57,449.944,453.649,454.483,452.644,0.4730000000000132,2.6999999999999886,1.8389999999999986,0,1,0,0,1,0
91,2,0,2,0,0.1,0.32,0,0.97,0.02,92,1555984589187,454490,454560,459841,454596,choseTrap,455064,right,0,0,0,0,0,0,0.16074097767558848,0.15925902232441153,0,63,454591,97,99,570,458768,4273,5347,454.49,454.596,455.064,458.768,459.841,457.764,0.5740000000000123,2.6999999999999886,2.076999999999998,0,1,0,0,1,0
92,2,1,0,0,0.1,0.32,0,0.97,0.02,93,1555984594546,459848,459912,464590,459940,choseSwitch,460357,left,0,0,0,0,0,0,0.17247317925921038,0.14752682074078965,0,57,459938,85,87,505,464061,4209,4738,459.848,459.94,460.357,464.061,464.59,463.057,0.5090000000000146,2.6999999999999886,1.5329999999999586,0,0,1,0,1,0
93,1,0,1,1,0.1,0.32,0,0.97,0.02,94,1555984599293,464596,464663,469832,464696,choseTrap,465208,left,1,1,0,0,1,1,0.14581236127508912,0.1741876387249109,0,62,464692,92,95,606,468908,4309,5232,464.596,464.696,465.208,468.908,469.832,467.908,0.6120000000000232,2.6999999999999886,1.9239999999999782,1,0,0,0,0,1
94,1,0,1,0,0.1,0.32,0,0.97,0.02,95,1555984604538,469841,469910,474724,469938,choseTrap,470562,left,0,0,0,1,0,0,0.11648256576396918,0.20351743423603086,0,65,469936,90,92,716,474265,4420,4879,469.841,469.938,470.562,474.265,474.724,473.262,0.7210000000000036,2.6999999999999886,1.461999999999989,0,1,0,1,0,0
95,1,0,1,0,0.1,0.32,0,0.97,0.02,96,1555984609427,474730,474797,479317,474822,choseTrap,475284,left,0,0,0,0,0,0,0.11188157171268126,0.20811842828731875,0,62,474820,86,88,550,478989,4255,4583,474.73,474.822,475.284,478.989,479.317,477.984,0.5539999999999736,2.6999999999999886,1.3330000000000268,0,1,0,0,1,0
96,1,0,1,0,0.1,0.32,0,0.97,0.02,97,1555984614021,479324,479388,483650,479418,choseTrap,479835,left,0,0,0,0,0,0,0.1212234125127758,0.1987765874872242,0,59,89,479415,87,506,483542,4214,4321,479.324,479.418,479.835,483.542,483.65,482.53499999999997,0.5109999999999673,2.6999999999999886,1.115000000000009,0,1,0,0,1,0
97,1,1,0,0,0.1,0.32,0,0.97,0.02,98,1555984618354,483657,483720,487967,483749,choseSwitch,483834,right,0,0,0,0,0,0,0.09614165774584893,0.22385834225415108,0,59,483745,85,87,173,487539,3878,4306,483.657,483.749,483.834,487.539,487.967,486.534,0.17700000000002092,2.6999999999999886,1.4329999999999927,0,0,1,0,1,0
98,2,0,2,0,0.1,0.32,0,0.97,0.02,99,1555984622670,487972,488034,492872,488065,choseTrap,488805,right,0,0,0,0,0,0,0.0567893859098222,0.2632106140901778,0,57,488060,84,86,828,492506,4531,4897,487.972,488.065,488.805,492.506,492.872,491.505,0.8330000000000268,2.6999999999999886,1.3670000000000186,0,1,0,0,0,1
99,2,0,2,0,0.1,0.32,0,0.97,0.02,100,1555984627575,492878,492941,497741,492969,choseTrap,493403,right,0,0,0,0,0,0,0.07284855272959533,0.2471514472704047,0,59,492967,84,86,520,497108,4225,4859,492.878,492.969,493.403,497.108,497.741,496.103,0.5250000000000341,2.6999999999999886,1.6379999999999768,0,1,0,0,1,0
100,2,0,2,0,0.1,0.32,0,0.97,0.02,101,1555984632447,497749,497811,502515,497839,choseTrap,498280,right,0,0,0,0,0,0,0.06703011981940421,0.2529698801805958,0,58,497834,82,84,527,501983,4231,4761,497.749,497.839,498.28,501.983,502.515,500.97999999999996,0.5309999999999491,2.6999999999999886,1.535000000000025,0,1,0,0,1,0
101,2,1,0,0,0.1,0.32,0,0.97,0.02,102,1555984637219,502521,502583,507603,502612,choseSwitch,502942,left,0,0,0,0,0,0,0.07796611376979606,0.24203388623020394,0,57,85,502610,83,418,506650,4125,5076,502.521,502.612,502.942,506.65,507.603,505.642,0.42099999999999227,2.6999999999999886,1.9610000000000127,0,0,1,0,1,0
102,1,0,1,0,0.1,0.32,0,0.97,0.02,103,1555984642304,507607,507677,512920,507714,choseTrap,508481,left,0,0,0,0,0,0,0.045629172113216813,0.2743708278867832,0,65,507709,98,100,870,512183,4573,5308,507.607,507.714,508.481,512.183,512.92,511.181,0.8739999999999668,2.6999999999999886,1.738999999999976,0,1,0,0,0,1
103,1,0,1,1,0.1,0.32,0,0.97,0.02,104,1555984647624,512927,512991,517751,513022,choseTrap,513401,left,1,0,0,0,1,0,0.026756589415439097,0.2932434105845609,0,59,513018,88,90,469,517102,4171,4819,512.927,513.022,513.401,517.102,517.751,516.101,0.4739999999999327,2.7000000000000455,1.6499999999999773,1,0,0,0,1,0
104,1,0,1,0,0.1,0.32,0,0.97,0.02,105,1555984652457,517759,517823,522578,517852,choseTrap,518426,left,0,0,0,0,0,0,0.04080761755715673,0.2791923824428433,0,59,517847,84,86,661,522127,4365,4815,517.759,517.852,518.426,522.127,522.578,521.1260000000001,0.66700000000003,2.7000000000000455,1.4519999999998845,0,1,0,1,0,0
105,1,0,1,0,0.1,0.32,0,0.97,0.02,106,1555984657281,522584,522643,528296,522675,choseTrap,523625,left,0,1,0,0,0,1,0.02880594939718986,0.2911940506028101,0,55,522671,82,84,1036,527327,4739,5708,522.584,522.675,523.625,527.327,528.296,526.325,1.0410000000000537,2.7000000000000455,1.9710000000000036,0,1,0,0,1,0
106,1,1,0,0,0.1,0.32,0,0.97,0.02,107,1555984663002,528305,528367,533395,528397,choseSwitch,529045,right,0,0,0,0,0,1,0.0502430604614534,0.2697569395385466,0,58,528392,84,86,737,532751,4443,5086,528.305,528.397,529.045,532.751,533.395,531.745,0.7400000000000091,2.7000000000000455,1.6499999999999773,0,0,1,0,1,0
107,2,0,2,0,0.1,0.32,0,0.97,0.02,108,1555984668101,533403,533469,538958,533496,choseTrap,534229,right,0,0,0,1,0,0,0.05887039483421073,0.2611296051657893,0,61,533494,87,89,821,537932,4524,5551,533.403,533.496,534.229,537.932,538.958,536.9290000000001,0.8260000000000218,2.7000000000000455,2.0289999999998827,0,1,0,0,0,1
108,2,0,2,0,0.1,0.32,0,0.97,0.02,109,1555984673662,538964,539027,543813,539059,choseTrap,539383,right,0,0,0,0,0,0,0.03179112016806937,0.28820887983193066,0,58,539056,88,90,414,543087,4119,4845,538.964,539.059,539.383,543.087,543.813,542.0830000000001,0.4189999999999827,2.7000000000000455,1.7299999999999045,0,1,0,0,1,0
109,2,1,0,0,0.1,0.32,0,0.97,0.02,110,1555984678518,543821,543883,549146,543912,choseSwitch,545225,left,0,0,0,0,0,0,0.023519296075934254,0.2964807039240658,0,58,543910,83,85,1399,548930,5104,5321,543.821,543.912,545.225,548.93,549.146,547.9250000000001,1.4039999999999964,2.7000000000000455,1.22099999999989,0,0,1,0,1,0
110,1,0,1,0,0.1,0.32,0,0.97,0.02,111,1555984683850,549152,549223,553911,549263,choseTrap,549996,left,0,0,0,0,0,0,0.00164057580727614,0.3183594241927239,0,65,549258,102,105,839,553697,4541,4754,549.152,549.263,549.996,553.697,553.911,552.696,0.8439999999999372,2.7000000000000455,1.2149999999999181,0,1,0,0,0,1
111,1,0,1,0,0.1,0.32,0,0.97,0.02,112,1555984688613,553916,553985,558568,554018,choseTrap,554552,left,0,0,0,0,0,0,0.010785529202533785,0.3092144707974662,0,64,554015,91,93,631,558256,4336,4647,553.916,554.018,554.552,558.256,558.568,557.2520000000001,0.6359999999999673,2.7000000000000455,1.3159999999999172,0,1,0,0,1,0
112,1,0,1,0,0.1,0.32,0,0.97,0.02,113,1555984693274,558576,558645,563693,558678,choseTrap,559114,left,0,0,0,0,0,0,0.024077652090312845,0.2959223479096872,0,64,96,558673,94,533,562819,4239,5113,558.576,558.678,559.114,562.819,563.693,561.8140000000001,0.5380000000000109,2.7000000000000455,1.8789999999999054,0,1,0,0,1,0
113,1,1,0,0,0.1,0.32,0,0.97,0.02,114,1555984698397,563700,563765,568399,563798,choseSwitch,564246,right,0,0,0,0,0,0,0.02698729645832756,0.2930127035416724,0,61,93,563794,90,542,567951,4247,4696,563.7,563.798,564.246,567.951,568.399,566.946,0.5459999999999354,2.7000000000000455,1.4529999999999745,0,0,1,0,1,0
114,2,0,2,0,0.1,0.32,0,0.97,0.02,115,1555984703104,568407,568476,573622,568497,choseTrap,569397,right,0,0,0,0,0,0,0.04609952796697485,0.27390047203302514,0,65,568495,84,85,985,573103,4692,5210,568.407,568.497,569.397,573.103,573.622,572.0970000000001,0.9900000000000091,2.7000000000000455,1.5249999999998636,0,1,0,0,0,1
115,2,0,2,0,0.1,0.32,0,0.97,0.02,116,1555984708327,573630,573694,578131,573726,choseTrap,574311,right,0,0,0,0,0,0,0.06478683066990405,0.255213169330096,0,59,573721,87,90,676,578014,4379,4497,573.63,573.726,574.311,578.014,578.131,577.0110000000001,0.68100000000004,2.7000000000000455,1.1199999999998909,0,1,0,0,1,0
116,2,1,0,0,0.1,0.32,0,0.97,0.02,117,1555984712835,578137,578200,583489,578237,choseSwitch,578616,left,0,1,0,0,0,1,0.0615795888220619,0.2584204111779381,0,58,578233,92,94,475,582319,4178,5348,578.137,578.237,578.616,582.319,583.489,581.316,0.47900000000004184,2.7000000000000455,2.173000000000002,0,0,1,0,1,0
117,1,0,1,0,0.1,0.32,0,0.97,0.02,118,1555984718192,583494,583556,588326,583592,choseTrap,583634,left,0,0,0,0,0,1,0.0699314083252173,0.2500685916747827,0,57,583587,90,92,136,587337,3839,4828,583.494,583.592,583.634,587.337,588.326,586.3340000000001,0.13999999999998636,2.7000000000000455,1.9919999999999618,0,1,0,0,0,1
118,1,0,1,0,0.1,0.32,0,0.97,0.02,119,1555984723032,588334,588398,593216,588428,choseTrap,588913,left,0,0,0,0,0,1,0.08003734019576793,0.2399626598042321,0,60,89,588425,87,574,592616,4278,4879,588.334,588.428,588.913,592.616,593.216,591.613,0.5790000000000646,2.7000000000000455,1.6029999999999518,0,1,0,0,1,0
119,1,0,1,0,0.1,0.32,0,0.97,0.02,120,1555984727920,593222,593287,598008,593312,choseTrap,594070,left,0,0,0,0,0,1,0.06685153229106508,0.2531484677089349,0,60,593310,84,86,845,597773,4547,4782,593.222,593.312,594.07,597.773,598.008,596.7700000000001,0.84800000000007,2.7000000000000455,1.2379999999999427,0,1,0,0,1,0
120,1,1,0,0,0.1,0.32,0,0.97,0.02,121,1555984732711,598014,598079,602379,598114,choseSwitch,598581,right,0,0,0,0,0,1,0.0649179750512499,0.2550820249487501,0,59,598109,91,94,564,602286,4268,4361,598.014,598.114,598.581,602.286,602.379,601.2810000000001,0.5670000000000073,2.7000000000000455,1.0979999999999563,0,0,1,0,1,0
121,2,0,2,2,0.1,0.32,0,0.97,0.02,122,1555984737082,602384,602449,607306,602474,choseTrap,603211,right,0,0,0,0,0,1,0.06779495217399277,0.2522050478260072,0,59,602472,84,86,822,606913,4524,4918,602.384,602.474,603.211,606.913,607.306,605.9110000000001,0.8269999999999982,2.7000000000000455,1.3949999999999818,1,0,0,0,0,1
122,2,0,2,0,0.1,0.32,0,0.97,0.02,123,1555984742011,607314,607377,611664,607407,choseTrap,607881,right,0,0,0,0,0,0,0.06442092612907784,0.25557907387092216,0,58,607401,84,86,560,611581,4263,4345,607.314,607.407,607.881,611.581,611.664,610.581,0.5670000000000073,2.7000000000000455,1.08299999999997,0,1,0,1,0,0
123,2,0,2,0,0.1,0.32,0,0.97,0.02,124,1555984746368,611671,611731,616182,611760,choseTrap,612183,right,1,0,0,0,1,0,0.03827788675199645,0.2817221132480036,0,55,611758,83,85,508,615886,4212,4508,611.671,611.76,612.183,615.886,616.182,614.883,0.5119999999999436,2.7000000000000455,1.2989999999999782,0,1,0,0,1,0
124,2,1,0,0,0.1,0.32,0,0.97,0.02,125,1555984750886,616188,616244,620789,616279,choseSwitch,616915,left,0,0,0,0,1,0,0.06619345413335875,0.25380654586664125,0,53,616276,83,86,723,620618,4426,4598,616.188,616.279,616.915,620.618,620.789,619.615,0.7269999999999754,2.7000000000000455,1.1739999999999782,0,0,1,0,1,0
125,1,0,1,1,0.1,0.32,0,0.97,0.02,126,1555984755491,620794,620848,625623,620875,choseTrap,621284,left,0,0,0,0,1,0,0.0489606574043252,0.2710393425956748,0,48,620872,74,76,485,624986,4188,4825,620.794,620.875,621.284,624.986,625.623,623.984,0.4900000000000091,2.7000000000000455,1.63900000000001,1,0,0,0,0,1
126,1,0,1,0,0.1,0.32,0,0.97,0.02,127,1555984760326,625629,625692,630657,625721,choseTrap,626285,left,0,0,0,0,0,0,0.052544313477008525,0.26745568652299145,0,58,625718,85,87,651,629988,4355,5024,625.629,625.721,626.285,629.988,630.657,628.985,0.6559999999999491,2.7000000000000455,1.6720000000000255,0,1,0,1,0,0
127,1,0,1,0,0.1,0.32,0,0.97,0.02,128,1555984765362,630665,630730,635042,630759,choseTrap,631293,left,0,0,0,0,0,0,0.057434286134130035,0.26256571386587,0,61,630755,85,87,623,634995,4326,4372,630.665,630.759,631.293,634.995,635.042,633.993,0.6280000000000427,2.7000000000000455,1.0489999999999782,0,1,0,0,1,0
128,1,0,1,0,0.1,0.32,0,0.97,0.02,129,1555984769747,635050,635113,640804,635142,choseTrap,636014,left,0,0,0,0,0,0,0.1007400979599559,0.2192599020400441,0,58,85,635137,83,959,639716,4662,5751,635.05,635.142,636.014,639.716,640.804,638.714,0.9640000000000555,2.7000000000000455,2.089999999999918,0,1,0,0,1,0
129,1,1,0,0,0.1,0.32,0,0.97,0.02,130,1555984775510,640813,640876,645907,640903,choseSwitch,641262,right,0,0,0,0,0,0,0.08811762156500473,0.2318823784349953,0,58,640901,83,86,444,644967,4150,5088,640.813,640.903,641.262,644.967,645.907,643.962,0.44899999999995543,2.7000000000000455,1.94500000000005,0,0,1,0,1,0
130,2,0,2,0,0.1,0.32,0,0.97,0.02,131,1555984780608,645911,645977,651499,646004,choseTrap,646609,right,0,0,0,0,0,0,0.09021209244430968,0.22978790755569034,0,62,646001,87,89,693,650311,4396,5583,645.911,646.004,646.609,650.311,651.499,649.3090000000001,0.6980000000000928,2.7000000000000455,2.189999999999941,0,1,0,0,0,1
131,2,0,2,0,0.1,0.32,0,0.97,0.02,132,1555984786202,651505,651565,656251,651592,choseTrap,652074,right,0,0,0,0,0,0,0.101074573288297,0.218925426711703,0,55,651590,81,83,564,655777,4268,4742,651.505,651.592,652.074,655.777,656.251,654.774,0.56899999999996,2.7000000000000455,1.4769999999999754,0,1,0,0,1,0
132,2,0,2,2,0.1,0.32,0,0.97,0.02,133,1555984790954,656256,656337,660950,656374,choseTrap,656973,right,0,1,0,0,0,1,0.13362834225432627,0.1863716577456737,0,73,656369,110,112,713,660675,4415,4690,656.256,656.374,656.973,660.675,660.95,659.673,0.7169999999999845,2.7000000000000455,1.2770000000000437,1,0,0,0,1,0
133,2,0,2,0,0.1,0.32,0,0.97,0.02,134,1555984795655,660957,661020,666302,661048,choseTrap,661364,right,0,0,0,0,0,0,0.15504031631120552,0.1649596836887945,0,58,661045,84,86,401,665070,4109,5340,660.957,661.048,661.364,665.07,666.302,664.0640000000001,0.4070000000000391,2.7000000000000455,2.2379999999999427,0,1,0,1,0,0
